date,momentum,profitability,quality,short_term_reversal,size,value,momentum_lag1,profitability_lag1,quality_lag1,short_term_reversal_lag1,size_lag1,value_lag1,momentum_rolling_mean,momentum_rolling_std,profitability_rolling_mean,profitability_rolling_std,quality_rolling_mean,quality_rolling_std,short_term_reversal_rolling_mean,short_term_reversal_rolling_std,size_rolling_mean,size_rolling_std,value_rolling_mean,value_rolling_std,momentum_profitability_interaction,momentum_quality_interaction,momentum_short_term_reversal_interaction,momentum_size_interaction,momentum_value_interaction,profitability_quality_interaction,profitability_short_term_reversal_interaction,profitability_size_interaction,profitability_value_interaction,quality_short_term_reversal_interaction,quality_size_interaction,quality_value_interaction,short_term_reversal_size_interaction,short_term_reversal_value_interaction,size_value_interaction,momentum_profitability_spread,momentum_quality_spread,momentum_short_term_reversal_spread,momentum_size_spread,momentum_value_spread,profitability_quality_spread,profitability_short_term_reversal_spread,profitability_size_spread,profitability_value_spread,quality_short_term_reversal_spread,quality_size_spread,quality_value_spread,short_term_reversal_size_spread,short_term_reversal_value_spread,size_value_spread
1927-04-30,0.0340232421963277,-0.0119296318123705,0.0450255108775086,-0.0044043397678624,-0.0173511573611052,0.0132231423892446,-0.0021051941348306,0.0052382714422521,-0.0280860737599768,-0.0048384122791812,-0.0047675893429803,-0.0168002581937499,0.014511349943695767,0.018237413707009337,-0.0055396630334828,0.009387486764707107,0.005034099950856332,0.03703695961749683,-0.004250753039038866,0.0006776348029372178,-0.0036061536787899,0.01436098870238341,-0.002624170067218967,0.015081309250607447,-0.0004058847524652973,0.0015319138615988623,-0.00014984991863690013,-0.0005903426292834764,0.00044989417610579634,-0.0005371377669325606,5.254215180717979e-05,0.00020699291883648717,-0.00015774722010623724,-0.00019830764812613216,-0.0007812447244998056,0.0005953787414817778,7.642039238395404e-05,-5.823921188105702e-05,-0.00022943682440408364,0.0459528740086982,-0.011002268681180899,0.0384275819641901,0.0513743995574329,0.020800099807083097,-0.0569551426898791,-0.007525292044508101,0.0054215255487347,-0.025152774201615102,0.049429850645371,0.0623766682386138,0.031802368488263996,0.012946817593242801,-0.017627482157107,-0.030574299750349802
1927-05-31,0.0275674451329887,0.002745478224421,0.0237029015754852,-0.0177946783248899,-0.0149308609175836,-0.0051813306611194,0.0340232421963277,-0.0119296318123705,0.0450255108775086,-0.0044043397678624,-0.0173511573611052,0.0132231423892446,0.019828497731495268,0.019267445551913495,-0.0013152940485657999,0.009276401733959893,0.013547446231005665,0.03759888172527657,-0.0090124767906445,0.007608705709734564,-0.012349869207223035,0.006677026634169318,-0.002919482155208234,0.015138960157141178,7.568582031554115e-05,0.0006534284386748196,-0.0004905538183805856,-0.0004116056891337712,-0.00014283604871628112,6.507580013108882e-05,-4.885490185156158e-05,-4.0992353521084324e-05,-1.4225230503628177e-05,-0.00042178550890228515,-0.0003539047267667427,-0.0001228125706905568,0.0002656898671420706,9.220011240950886e-05,7.736172746918525e-05,0.0248219669085677,0.0038645435575034998,0.0453621234578786,0.042498306050572296,0.0327487757941081,-0.0209574233510642,0.0205401565493109,0.017676339142004602,0.0079268088855404,0.0414975799003751,0.038633762493068796,0.0288842322366046,-0.002863817407306301,-0.0126133476637705,-0.0097495302564642
1927-06-30,0.0369401546261898,-0.0014281636221501,0.0431910566615693,-0.0070528063659393,-0.0089495788138573,-0.0160297113602484,0.0275674451329887,0.002745478224421,0.0237029015754852,-0.0177946783248899,-0.0149308609175836,-0.0051813306611194,0.03284361398516873,0.004796411455286873,-0.0035374390700331996,0.007561514123128152,0.03730648970485437,0.011816704830989445,-0.009750608152897201,0.007091113631104727,-0.013743865697515368,0.004324736842946941,-0.0026626332107077336,0.014788179088628166,-5.2756585033723995e-05,0.0015954843115468947,-0.0002605317577063735,-0.00033059882522316095,-0.000592140016260767,-6.168389592627701e-05,1.0072561485903153e-05,1.2781462895516238e-05,2.289305063827296e-05,-0.0003046181593743609,-0.0003865417656464908,-0.0006923401716290897,6.311964643084825e-05,0.00011305445032572942,0.00014345916518192675,0.038368318248339896,-0.0062509020353795006,0.0439929609921291,0.0458897334400471,0.0529698659864382,-0.044619220283719396,0.0056246427437891995,0.0075214151917072005,0.014601547738098299,0.0502438630275086,0.0521406354754266,0.059220768021817694,0.001896772447918001,0.0089769049943091,0.007080132546391098
1927-07-31,0.0162100775498,-0.0211559185914241,0.0121660130446085,0.0008119990548182,0.0084068628942319,-0.001013508068937,0.0369401546261898,-0.0014281636221501,0.0431910566615693,-0.0070528063659393,-0.0089495788138573,-0.0160297113602484,0.026905892436326167,0.010380860411165907,-0.0066128679963844,0.012766364479493595,0.026353323760554336,0.015681418500183893,-0.008011828545336998,0.009340337436815,-0.005157858945736333,0.012122095233410457,-0.007408183363434934,0.0077518220464517455,-0.00034293908100424027,0.0001972120149249822,1.3162567648967323e-05,0.00013627589946603517,-1.6429044394816814e-05,-0.0002573831815539411,-1.7178585900047155e-05,-0.00017785490699963406,2.1441694198182615e-05,9.878791093127994e-06,0.00010227800363546046,-1.2330352387503513e-05,6.826364724102499e-06,-8.229675940274631e-07,-8.52042337775109e-06,0.0373659961412241,0.0040440645051915,0.015398078494981801,0.007803214655568101,0.017223585618737,-0.0333219316360326,-0.0219679176462423,-0.029562781485655998,-0.0201424105224871,0.011354013989790301,0.003759150150376601,0.0131795211135455,-0.0075948638394136994,0.0018255071237552,0.0094203709631689
1927-08-31,0.0175526059785543,0.027239722366367,0.0172257515831573,0.0080139832582383,-0.0237409814757864,0.0085552116634084,0.0162100775498,-0.0211559185914241,0.0121660130446085,0.0008119990548182,0.0084068628942319,-0.001013508068937,0.023567612718181363,0.011600398849030354,0.001551880050930934,0.024335057245647884,0.0241942737631117,0.01664507611541524,0.0005910586490390675,0.007535824333938909,-0.0080945657984706,0.016090968269563202,-0.002829335921925668,0.012392640280164256,0.00047812811366205267,0.00030235683022361803,0.00014066629045058764,-0.00041671609338863523,0.00015016625939093974,0.0004692246906772117,0.0002182986790031245,-0.0006466977441054835,0.0002330415904967496,0.0001380468847979945,-0.00040895624924223577,0.00014736995085520304,-0.0001902598280810978,6.856132304123994e-05,-0.00020310912162241058,-0.009687116387812701,0.0003268543953969978,0.009538622720316,0.0412935874543407,0.0089973943151459,0.010013970783209699,0.0192257391081287,0.050980703842153405,0.018684510702958602,0.009211768324919002,0.0409667330589437,0.008670539919748902,0.0317549647340247,-0.0005412284051701001,-0.0322961931391948
1927-09-30,-0.0046400603345082,-0.00762832202964,-0.0108314536884915,-0.0009930506335819,0.0007960254663617,0.0162962803503875,0.0175526059785543,0.027239722366367,0.0172257515831573,0.0080139832582383,-0.0237409814757864,0.0085552116634084,0.009707541064615367,0.01244350614081911,-0.0005148394182323667,0.024969696475447115,0.006186770313091433,0.014953768743887237,0.0026109772264915343,0.004765386314740627,-0.004846031038397601,0.016800165940010887,0.0079459946482863,0.008670960316428675,3.539587446858765e-05,5.025859862503195e-05,4.607814855041611e-06,-3.693606191723316e-06,-7.561572405385844e-05,8.262581678494514e-05,7.575310024700767e-06,-6.072338601201412e-06,-0.00012431327439805042,1.0756181947969491e-05,-8.622112973756602e-06,-0.00017651240590989622,-7.904935937178136e-07,-1.6183031526980575e-05,1.2972254165878218e-05,0.0029882616951318,0.006191393353983299,-0.0036470097009263,-0.0054360858008699,-0.0209363406848957,0.003203131658851499,-0.0066352713960581,-0.0084243474960017,-0.0239246023800275,-0.0098384030549096,-0.0116274791548532,-0.027127734038878998,-0.0017890760999436,-0.0172893309839694,-0.0155002548840258
1927-10-31,0.0287899681478992,0.0245564602973248,0.0222801216871292,-0.0066508899724095,-0.0241380249098032,-0.0120151818460014,-0.0046400603345082,-0.00762832202964,-0.0108314536884915,-0.0009930506335819,0.0007960254663617,0.0162962803503875,0.013900837930648433,0.017011562494092723,0.0147226202113506,0.019402923442818187,0.009558139860598334,0.01783783361593541,0.00012334755074896718,0.007395903284739837,-0.015694326973075965,0.014282443892932846,0.004278770055931499,0.014632179862925731,0.0007069797097851323,0.0006414439937037678,-0.0001914789104608517,-0.0006949329683064316,-0.000345916702637597,0.0005471209236295534,-0.00016332231554934951,-0.0005927444503534192,-0.0002950503359664711,-0.00014818263791299102,-0.0005377981322773712,-0.00026769971362189686,0.00016053934782638083,7.991165245624738e-05,0.00029002275869459697,0.0042335078505744,0.006509846460769998,0.0354408581203087,0.0529279930577024,0.0408051499939006,0.002276338610195598,0.0312073502697343,0.048694485207128,0.0365716421433262,0.0289310116595387,0.0464181465969324,0.0342953035331306,0.0174871349373937,0.0053642918735919,-0.012122843063801798
1927-11-30,0.0007327787828395,-0.0355492340078959,-0.0085194260773889,-0.0014430338337013,0.0172650484683999,0.0059557350218866,0.0287899681478992,0.0245564602973248,0.0222801216871292,-0.0066508899724095,-0.0241380249098032,-0.0120151818460014,0.008294228865410166,0.01795197333434541,-0.006207031913403699,0.030078043007716496,0.0009764139737496001,0.01848573340907677,-0.003028991479897566,0.0031447150487194475,-0.002025650325013867,0.02084526353860617,0.0034122778420909,0.014326081241689239,-2.6049724427182518e-05,-6.242854671480134e-06,-1.0574245762558563e-06,1.2651461202339053e-05,4.3642362602526465e-06,0.0003028590712380686,5.129874743555865e-05,-0.0006137592481608127,-0.00021172181798206774,1.2293820073389332e-05,-0.00014708830414906937,-5.0739444255479046e-05,-2.491404908039387e-05,-8.594327141142117e-06,0.0001028260538178189,0.036282012790735396,0.009252204860228399,0.0021758126165408002,-0.0165322696855604,-0.005222956239047101,-0.027029807930507,-0.0341062001741946,-0.0528142824762958,-0.0415049690297825,-0.007076392243687599,-0.025784474545788798,-0.0144751610992755,-0.0187080823021012,-0.007398768855587901,0.0113093134465133
1927-12-31,0.0042915890709975,0.0128228587715912,0.0007254306388352,-0.0008292602024166,0.0094809344655191,0.0078411352654187,0.0007327787828395,-0.0355492340078959,-0.0085194260773889,-0.0014430338337013,0.0172650484683999,0.0059557350218866,0.011271445333912064,0.01527547916940466,0.0006100283536733675,0.031859669522623334,0.004828708749525166,0.01580445203304937,-0.0029743946695091326,0.003198693921243703,0.0008693193413719333,0.022003944136791652,0.0005938961471012999,0.01096039777547731,5.5030440563105217e-05,3.113250201391879e-06,-3.558844021704255e-06,4.068827473506529e-05,3.365093040928397e-05,9.302094630368952e-06,-1.0633486460489193e-05,0.00012157268367406293,0.00010054577011740727,-6.015707583996814e-07,6.877760346076187e-06,5.688199764785903e-06,-7.862161633974888e-06,-6.502341417377052e-06,7.434128958670542e-05,-0.0085312697005937,0.0035661584321622997,0.0051208492734141,-0.005189345394521601,-0.0035495461944212003,0.012097428132756001,0.0136521189740078,0.0033419243060720995,0.0049817235061725,0.0015546908412518,-0.0087555038266839,-0.0071157046265835,-0.010310194667935701,-0.0086703954678353,0.0016397992001004006
1928-01-31,0.0137025934640716,0.0078307731645009,0.0138857308053804,0.0042456749748932,0.001391071494908,0.0074166181901858,0.0042915890709975,0.0128228587715912,0.0007254306388352,-0.0008292602024166,0.0094809344655191,0.0078411352654187,0.006242320439302867,0.006701345974492289,-0.004965200690601266,0.026603901032408207,0.0020305784556088995,0.0112594547760137,0.0006577936462584339,0.003122314660454572,0.009379018142942333,0.007937479224624367,0.007071162825830367,0.0009890339105153394,0.0001073019011825173,0.00019027052417766314,5.817675816154391e-05,1.906128717418267e-05,0.00010162690393835449,0.00010873600816025631,3.32469176585867e-05,1.0893165332227717e-05,5.80778546950562e-05,5.895429978850716e-05,1.931604430933058e-05,0.0001029851636752076,5.9060374342181685e-06,3.148855024840955e-05,1.0317046152983626e-05,0.0058718202995707,-0.00018313734130880055,0.0094569184891784,0.012311521969163599,0.0062859752738857995,-0.0060549576408795,0.0035850981896077003,0.0064397016695929,0.00041415497431509986,0.009640055830487201,0.0124946593104724,0.0064691126151946,0.0028546034799852,-0.0031709432152926004,-0.0060255466952778
