Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom   ,Mkt-RF_lag1,SMB_lag1,HML_lag1,RMW_lag1,CMA_lag1,RF_lag1,Mom   _lag1,Mkt-RF_rolling_mean,Mkt-RF_rolling_std,SMB_rolling_mean,SMB_rolling_std,HML_rolling_mean,HML_rolling_std,RMW_rolling_mean,RMW_rolling_std,CMA_rolling_mean,CMA_rolling_std,RF_rolling_mean,RF_rolling_std,Mom   _rolling_mean,Mom   _rolling_std,Mkt-RF_SMB_interaction,Mkt-RF_HML_interaction,Mkt-RF_RMW_interaction,Mkt-RF_CMA_interaction,Mkt-RF_RF_interaction,Mkt-RF_Mom   _interaction,SMB_HML_interaction,SMB_RMW_interaction,SMB_CMA_interaction,SMB_RF_interaction,SMB_Mom   _interaction,HML_RMW_interaction,HML_CMA_interaction,HML_RF_interaction,HML_Mom   _interaction,RMW_CMA_interaction,RMW_RF_interaction,RMW_Mom   _interaction,CMA_RF_interaction,CMA_Mom   _interaction,RF_Mom   _interaction,Mkt-RF_SMB_spread,Mkt-RF_HML_spread,Mkt-RF_RMW_spread,Mkt-RF_CMA_spread,Mkt-RF_RF_spread,Mkt-RF_Mom   _spread,SMB_HML_spread,SMB_RMW_spread,SMB_CMA_spread,SMB_RF_spread,SMB_Mom   _spread,HML_RMW_spread,HML_CMA_spread,HML_RF_spread,HML_Mom   _spread,RMW_CMA_spread,RMW_RF_spread,RMW_Mom   _spread,CMA_RF_spread,CMA_Mom   _spread,RF_Mom   _spread
1998-09,-2.46,-5.27,-1.78,1.74,0.45,0.4,3.69,3.18,-3.66,-1.96,-0.26,-2.97,0.41,7.28,-0.7833333333333329,3.445871926426357,-3.9599999999999995,1.1887388274974506,-0.10000000000000002,3.067050700591694,0.8599999999999999,1.0213716267842992,0.0299999999999996,2.8136097810464054,0.4033333333333334,0.00577350269189467,4.263333333333334,2.774785276977901,12.964199999999998,4.3788,-4.2804,-1.107,-0.984,-9.077399999999999,9.3806,-9.169799999999999,-2.3714999999999997,-2.108,-19.446299999999997,-3.0972,-0.801,-0.7120000000000001,-6.5682,0.783,0.6960000000000001,6.4206,0.18000000000000002,1.6605,1.476,2.8099999999999996,-0.6799999999999999,-4.2,-2.91,-2.86,-6.15,-3.4899999999999993,-7.01,-5.72,-5.67,-8.959999999999999,-3.52,-2.23,-2.18,-5.47,1.29,1.3399999999999999,-1.95,0.04999999999999999,-3.2399999999999998,-3.29
1998-10,-16.08,-5.17,3.53,3.37,5.91,0.43,1.84,-2.46,-5.27,-1.78,1.74,0.45,0.4,3.69,-5.119999999999999,9.901696824282185,-4.7,0.9020532135079478,-0.07000000000000013,3.1189902212094225,1.6166666666666665,1.818140075278398,1.1299999999999997,4.478883789517205,0.41333333333333333,0.015275252316518854,4.2700000000000005,2.76598987706029,83.13359999999999,-56.76239999999999,-54.1896,-95.0328,-6.914399999999999,-29.5872,-18.2501,-17.422900000000002,-30.5547,-2.2231,-9.5128,11.8961,20.862299999999998,1.5178999999999998,6.4952,19.916700000000002,1.4491,6.2008,2.5413,10.874400000000001,0.7912,-10.909999999999998,-19.61,-19.45,-21.99,-16.509999999999998,-17.919999999999998,-8.7,-8.54,-11.08,-5.6,-7.01,0.1599999999999997,-2.3800000000000003,3.0999999999999996,1.6899999999999997,-2.54,2.94,1.53,5.48,4.07,-1.4100000000000001
1998-11,6.15,-0.78,-3.42,-1.88,-2.99,0.46,-0.81,-16.08,-5.17,3.53,3.37,5.91,0.43,1.84,-4.13,11.208697515768721,-3.74,2.563922775748133,-0.5566666666666666,3.632909761242817,1.0766666666666664,2.687123617054738,1.123333333333333,4.488043374716129,0.43,0.02999999999999967,1.5733333333333335,2.261820800446696,-4.797000000000001,-21.033,-11.562,-18.388500000000004,2.829,-4.9815000000000005,2.6676,1.4664,2.3322000000000003,-0.3588,0.6318,6.4296,10.225800000000001,-1.5732,2.7702,5.6212,-0.8648,1.5228,-1.3754000000000002,2.4219000000000004,-0.37260000000000004,6.930000000000001,9.57,8.030000000000001,9.14,5.69,6.960000000000001,2.6399999999999997,1.0999999999999999,2.21,-1.24,0.030000000000000027,-1.54,-0.4299999999999997,-3.88,-2.61,1.1100000000000003,-2.34,-1.0699999999999998,-3.45,-2.18,1.27
1998-12,7.13,-3.43,-2.23,0.93,0.31,0.32,-5.37,6.15,-0.78,-3.42,-1.88,-2.99,0.46,-0.81,-0.9333333333333327,13.12654689296973,-3.1266666666666665,2.2106635504602106,-0.7066666666666667,3.7169925118748006,0.8066666666666666,2.6271721171886204,1.0766666666666664,4.499259198282905,0.4033333333333334,0.07371114795831983,-1.4466666666666665,3.6469210758300403,-24.4559,-15.899899999999999,6.6309000000000005,2.2103,2.2816,-38.2881,7.6489,-3.1899,-1.0633000000000001,-1.0976000000000001,18.4191,-2.0739,-0.6913,-0.7136,11.9751,0.2883,0.29760000000000003,-4.9941,0.0992,-1.6647,-1.7184000000000001,10.56,9.36,6.2,6.82,6.81,12.5,-1.2000000000000002,-4.36,-3.74,-3.75,1.94,-3.16,-2.54,-2.55,3.14,0.6200000000000001,0.6100000000000001,6.3,-0.010000000000000009,5.68,5.69
1999-01,6.1,0.75,-3.25,-0.86,-1.18,0.31,1.2,7.13,-3.43,-2.23,0.93,0.31,0.32,-5.37,6.460000000000001,0.5807753438292013,-1.1533333333333333,2.114860121457999,-2.966666666666667,0.6436096125240557,-0.6033333333333334,1.4224743700092943,-1.286666666666667,1.6525838354931772,0.36333333333333345,0.08386497083606077,-1.6599999999999995,3.3664669907783153,4.574999999999999,-19.825,-5.2459999999999996,-7.1979999999999995,1.8909999999999998,7.319999999999999,-2.4375,-0.645,-0.885,0.23249999999999998,0.8999999999999999,2.795,3.835,-1.0075,-3.9,1.0148,-0.2666,-1.032,-0.36579999999999996,-1.416,0.372,5.35,9.35,6.96,7.279999999999999,5.79,4.8999999999999995,4.0,1.6099999999999999,1.93,0.44,-0.44999999999999996,-2.39,-2.0700000000000003,-3.56,-4.45,0.31999999999999995,-1.17,-2.06,-1.49,-2.38,-0.8899999999999999
1999-02,6.16,-1.56,-4.19,-0.76,-3.39,0.38,8.92,6.1,0.75,-3.25,-0.86,-1.18,0.31,1.2,6.463333333333334,0.5781291666515886,-1.4133333333333333,2.0938560918394895,-3.223333333333333,0.9802720710768863,-0.23000000000000012,1.005832988124771,-1.4200000000000002,1.8616390627616322,0.3366666666666667,0.03785938897200173,1.5833333333333337,7.152708111850597,-9.6096,-25.8104,-4.6816,-20.8824,2.3408,54.9472,6.5364,1.1856,5.2884,-0.5928,-13.9152,3.1844,14.204100000000002,-1.5922,-37.3748,2.5764,-0.2888,-6.7792,-1.2882,-30.2388,3.3896,7.720000000000001,10.350000000000001,6.92,9.55,5.78,-2.76,2.6300000000000003,-0.8,1.83,-1.94,-10.48,-3.4300000000000006,-0.8000000000000003,-4.57,-13.11,2.63,-1.1400000000000001,-9.68,-3.77,-12.31,-8.54
1999-03,3.5,-0.75,-4.6,-2.77,-6.8,0.35,3.03,6.16,-1.56,-4.19,-0.76,-3.39,0.38,8.92,5.253333333333334,1.518727537556772,-0.52,1.1720494870098301,-4.013333333333333,0.6921223398600679,-1.4633333333333336,1.132710613234174,-3.7900000000000005,2.8312717990330807,0.3466666666666667,0.03511884584284233,4.383333333333334,4.034009585181142,-2.625,-16.099999999999998,-9.695,-23.8,1.2249999999999999,10.604999999999999,3.4499999999999997,2.0775,5.1,-0.26249999999999996,-2.2725,12.741999999999999,31.279999999999998,-1.6099999999999999,-13.937999999999999,18.836,-0.9694999999999999,-8.393099999999999,-2.38,-20.604,1.0604999999999998,4.25,8.1,6.27,10.3,3.15,0.4700000000000002,3.8499999999999996,2.02,6.05,-1.1,-3.78,-1.8299999999999996,2.2,-4.949999999999999,-7.629999999999999,4.029999999999999,-3.12,-5.8,-7.1499999999999995,-9.83,-2.6799999999999997
1999-04,-4.08,-5.22,1.92,-1.23,4.1,0.35,-0.1,3.5,-0.75,-4.6,-2.77,-6.8,0.35,3.03,1.86,5.3133416980277035,-2.51,2.381617097688041,-2.2899999999999996,3.651725619484578,-1.5866666666666667,1.051395897525446,-2.0300000000000002,5.575813841942717,0.36000000000000004,0.01732050807568843,3.9500000000000006,4.579836241613885,21.2976,-7.8336,5.0184,-16.727999999999998,-1.428,0.40800000000000003,-10.0224,6.420599999999999,-21.401999999999997,-1.8269999999999997,0.522,-2.3615999999999997,7.871999999999999,0.6719999999999999,-0.192,-5.042999999999999,-0.4305,0.123,1.4349999999999998,-0.41,-0.034999999999999996,1.1399999999999997,-6.0,-2.85,-8.18,-4.43,-3.98,-7.14,-3.9899999999999998,-9.32,-5.569999999999999,-5.12,3.15,-2.1799999999999997,1.5699999999999998,2.02,-5.33,-1.58,-1.13,3.7499999999999996,4.199999999999999,0.44999999999999996
1999-05,3.45,-4.23,-2.74,-4.07,-1.42,0.43,-1.27,-4.08,-5.22,1.92,-1.23,4.1,0.35,-0.1,0.956666666666667,4.36195292653798,-3.4,2.3477435975847127,-1.8066666666666664,3.3587100698532097,-2.69,1.4216891362038346,-1.3733333333333337,5.450149845034844,0.3766666666666667,0.046188021535169904,0.5533333333333338,2.223203394503826,-14.593500000000002,-9.453000000000001,-14.041500000000001,-4.899,1.4835,-4.3815,11.590200000000003,17.216100000000004,6.006600000000001,-1.8189000000000002,5.3721000000000005,11.151800000000001,3.8908,-1.1782000000000001,3.4798000000000004,5.7794,-1.7501,5.168900000000001,-0.6105999999999999,1.8034,-0.5461,7.680000000000001,6.19,7.5200000000000005,4.87,3.02,4.720000000000001,-1.4900000000000002,-0.16000000000000014,-2.8100000000000005,-4.66,-2.9600000000000004,1.33,-1.3200000000000003,-3.1700000000000004,-1.4700000000000002,-2.6500000000000004,-4.5,-2.8000000000000003,-1.8499999999999999,-0.1499999999999999,1.7
1999-06,4.33,4.52,2.46,-2.53,0.89,0.37,-9.04,3.45,-4.23,-2.74,-4.07,-1.42,0.43,-1.27,1.2333333333333336,4.622470479444217,-1.6433333333333335,5.360506816834891,0.5466666666666669,2.8591140819025274,-2.61,1.4216891362038346,1.1899999999999997,2.7722012913928142,0.38333333333333336,0.04163331998932246,-3.469999999999999,4.859104855835075,19.5716,10.6518,-10.954899999999999,3.8537,1.6021,-39.1432,11.1192,-11.435599999999997,4.022799999999999,1.6723999999999999,-40.86079999999999,-6.2238,2.1894,0.9102,-22.2384,-2.2517,-0.9360999999999999,22.871199999999995,0.3293,-8.045599999999999,-3.3447999999999998,-0.1899999999999995,1.87,6.859999999999999,3.44,3.96,13.37,2.0599999999999996,7.049999999999999,3.6299999999999994,4.1499999999999995,13.559999999999999,4.99,1.5699999999999998,2.09,11.5,-3.42,-2.9,6.51,0.52,9.93,9.409999999999998
1999-07,-2.46,3.71,2.35,0.93,3.34,0.34,-5.19,4.33,4.52,2.46,-2.53,0.89,0.37,-9.04,1.7733333333333337,3.692483355864079,1.3333333333333328,4.834980179207908,0.6900000000000003,2.97097627052119,-1.89,2.560703028466988,0.9366666666666664,2.3803431125225036,0.38000000000000006,0.0458257569495582,-5.166666666666665,3.885052552197118,-9.1266,-5.781,-2.2878000000000003,-8.2164,-0.8364,12.7674,8.7185,3.4503000000000004,12.391399999999999,1.2614,-19.254900000000003,2.1855,7.849,0.799,-12.196500000000002,3.1062,0.31620000000000004,-4.826700000000001,1.1356,-17.334600000000002,-1.7646000000000002,-6.17,-4.8100000000000005,-3.39,-5.8,-2.8,2.7300000000000004,1.3599999999999999,2.78,0.3700000000000001,3.37,8.9,1.42,-0.9899999999999998,2.0100000000000002,7.540000000000001,-2.4099999999999997,0.5900000000000001,6.12,3.0,8.530000000000001,5.53
1999-08,4.77,2.29,-3.19,1.13,-3.21,0.4,5.06,-2.46,3.71,2.35,0.93,3.34,0.34,-5.19,2.2133333333333334,4.053200381591472,3.5066666666666664,1.1288194423083475,0.5400000000000001,3.2307429486110464,-0.1566666666666666,2.057798176044807,0.3399999999999996,3.309456148674581,0.3700000000000001,0.029999999999999707,-3.056666666666666,7.288061013282843,10.9233,-15.216299999999999,5.3900999999999994,-15.311699999999998,1.908,24.136199999999995,-7.3051,2.5877,-7.3509,0.916,11.587399999999999,-3.6047,10.2399,-1.276,-16.141399999999997,-3.6272999999999995,0.45199999999999996,5.717799999999999,-1.284,-16.2426,2.024,2.4799999999999995,7.959999999999999,3.6399999999999997,7.9799999999999995,4.369999999999999,-0.29000000000000004,5.48,1.1600000000000001,5.5,1.8900000000000001,-2.7699999999999996,-4.32,0.020000000000000018,-3.59,-8.25,4.34,0.7299999999999999,-3.9299999999999997,-3.61,-8.27,-4.659999999999999
1999-09,-3.49,2.57,-0.44,0.36,3.22,0.38,1.66,4.77,2.29,-3.19,1.13,-3.21,0.4,5.06,-0.39333333333333326,4.501136893422954,2.856666666666666,0.7521524668132983,-0.4266666666666663,2.770024067284135,0.8066666666666666,0.399541403778551,1.1166666666666665,3.7474836001420098,0.37333333333333335,0.03055050463303865,0.5100000000000003,5.220871574746885,-8.9693,1.5356,-1.2564,-11.237800000000002,-1.3262,-5.7934,-1.1308,0.9251999999999999,8.2754,0.9765999999999999,4.2661999999999995,-0.15839999999999999,-1.4168,-0.16720000000000002,-0.7303999999999999,1.1592,0.1368,0.5975999999999999,1.2236,5.3452,0.6308,-6.0600000000000005,-3.0500000000000003,-3.85,-6.710000000000001,-3.87,-5.15,3.01,2.21,-0.6500000000000004,2.19,0.9099999999999999,-0.8,-3.66,-0.8200000000000001,-2.1,-2.8600000000000003,-0.020000000000000018,-1.2999999999999998,2.8400000000000003,1.5600000000000003,-1.2799999999999998
1999-10,-1.38,-1.73,-1.87,-0.24,0.64,0.39,3.12,-3.49,2.57,-0.44,0.36,3.22,0.38,1.66,-0.033333333333333215,4.291507116775323,1.043333333333333,2.40585397173921,-1.833333333333333,1.3753666177908177,0.4166666666666667,0.6867556576638706,0.21666666666666645,3.2358358013553974,0.39000000000000007,0.009999999999999145,3.2800000000000007,1.7056377106525333,2.3874,2.5806,0.33119999999999994,-0.8832,-0.5382,-4.3056,3.2351,0.41519999999999996,-1.1072,-0.6747,-5.3976,0.44880000000000003,-1.1968,-0.7293000000000001,-5.8344000000000005,-0.1536,-0.0936,-0.7488,0.24960000000000002,1.9968000000000001,1.2168,0.3500000000000001,0.4900000000000002,-1.14,-2.02,-1.77,-4.5,0.14000000000000012,-1.49,-2.37,-2.12,-4.85,-1.6300000000000001,-2.5100000000000002,-2.2600000000000002,-4.99,-0.88,-0.63,-3.3600000000000003,0.25,-2.48,-2.73
1999-11,-2.79,2.59,-3.49,-0.75,-1.23,0.39,6.47,-1.38,-1.73,-1.87,-0.24,0.64,0.39,3.12,-2.5533333333333332,1.0747247709684715,1.1433333333333329,2.488399753523001,-1.933333333333333,1.5259860200320825,-0.21,0.5556077753235665,0.8766666666666665,2.23442013357679,0.3866666666666667,0.005773502691894772,3.7500000000000004,2.466110297614447,-7.2261,9.7371,2.0925000000000002,3.4317,-1.0881,-18.0513,-9.0391,-1.9425,-3.1856999999999998,1.0101,16.757299999999997,2.6175,4.2927,-1.3611000000000002,-22.5803,0.9225,-0.2925,-4.8525,-0.4797,-7.9581,2.5233,-5.38,0.7000000000000002,-2.04,-1.56,-3.18,-9.26,6.08,3.34,3.82,2.1999999999999997,-3.88,-2.74,-2.2600000000000002,-3.8800000000000003,-9.96,0.48,-1.1400000000000001,-7.22,-1.62,-7.699999999999999,-6.08
1999-12,6.12,-6.91,-3.37,-1.74,-1.19,0.39,5.5,-2.79,2.59,-3.49,-0.75,-1.23,0.39,6.47,0.6500000000000004,4.78933189495152,-2.016666666666667,4.756483294760251,-2.9099999999999997,0.9026627277117579,-0.91,0.7626925986267361,-0.5933333333333336,1.0682852303263075,0.39,0.0,5.03,1.7237459209523938,-42.2892,-20.6244,-10.6488,-7.2828,2.3868,33.660000000000004,23.2867,12.0234,8.2229,-2.6949,-38.005,5.8638,4.0103,-1.3143,-18.535,2.0705999999999998,-0.6786,-9.57,-0.4641,-6.545,2.145,13.030000000000001,9.49,7.86,7.3100000000000005,5.73,0.6200000000000001,-3.54,-5.17,-5.720000000000001,-7.3,-12.41,-1.6300000000000001,-2.18,-3.7600000000000002,-8.870000000000001,-0.55,-2.13,-7.24,-1.58,-6.6899999999999995,-5.11
2000-01,3.37,5.8,-6.12,-4.28,-1.74,0.36,5.64,6.12,-6.91,-3.37,-1.74,-1.19,0.39,5.5,2.233333333333334,4.56245913223705,0.4933333333333332,6.609314134865533,-4.326666666666667,1.5542307850938284,-2.256666666666667,1.820833142639198,-1.386666666666667,0.30664855018952525,0.38000000000000006,0.017320508075688294,5.870000000000001,0.5243090691567479,19.546,-20.6244,-14.4236,-5.8638,1.2132,19.0068,-35.496,-24.824,-10.092,2.088,32.711999999999996,26.193600000000004,10.6488,-2.2032,-34.516799999999996,7.4472000000000005,-1.5408,-24.1392,-0.6264,-9.8136,2.0303999999999998,-2.4299999999999997,9.49,7.65,5.11,3.0100000000000002,-2.2699999999999996,11.92,10.08,7.54,5.4399999999999995,0.16000000000000014,-1.8399999999999999,-4.38,-6.48,-11.76,-2.54,-4.640000000000001,-9.92,-2.1,-7.38,-5.279999999999999
2000-02,7.72,5.39,-8.33,-7.6,-5.63,0.44,13.22,3.37,5.8,-6.12,-4.28,-1.74,0.36,5.64,5.736666666666667,2.2001893857877954,1.4266666666666665,7.222674943075684,-5.94,2.4848943639519288,-4.54,2.938639140826924,-2.8533333333333335,2.420337442038475,0.3966666666666667,0.0404145188432736,8.12,4.417284233553464,41.6108,-64.3076,-58.672,-43.4636,3.3968,102.0584,-44.8987,-40.964,-30.345699999999997,2.3716,71.2558,63.308,46.8979,-3.6652,-110.1226,42.788,-3.344,-100.472,-2.4772,-74.4286,5.816800000000001,2.33,16.05,15.32,13.35,7.279999999999999,-5.500000000000001,13.719999999999999,12.989999999999998,11.02,4.949999999999999,-7.830000000000001,-0.7300000000000004,-2.7,-8.77,-21.55,-1.9699999999999998,-8.04,-20.82,-6.07,-18.85,-12.780000000000001
2000-03,-4.74,4.42,-1.88,-6.29,4.72,0.41,1.92,7.72,5.39,-8.33,-7.6,-5.63,0.44,13.22,2.1166666666666667,6.323846403363482,5.203333333333333,0.7086842268128608,-5.4433333333333325,3.2778092277210686,-6.0566666666666675,1.6722539679526363,-0.8833333333333341,5.227909078525881,0.4033333333333333,0.04041451884327359,6.926666666666667,5.758830899873112,-20.9508,8.9112,29.814600000000002,-22.3728,-1.9434,-9.1008,-8.3096,-27.8018,20.862399999999997,1.8121999999999998,8.4864,11.825199999999999,-8.8736,-0.7707999999999999,-3.6095999999999995,-29.688799999999997,-2.5789,-12.0768,1.9351999999999998,9.062399999999998,0.7871999999999999,-9.16,-2.8600000000000003,1.5499999999999998,-9.46,-5.15,-6.66,6.3,10.71,-0.2999999999999998,4.01,2.5,4.41,-6.6,-2.29,-3.8,-11.01,-6.7,-8.21,4.31,2.8,-1.51
2000-04,2.45,18.28,-9.59,-18.65,-0.48,0.43,18.2,-4.74,4.42,-1.88,-6.29,4.72,0.41,1.92,1.8100000000000003,6.254606302558133,9.363333333333333,7.737275575635997,-6.599999999999999,4.135903770640712,-10.846666666666666,6.789553249907782,-0.4633333333333339,5.175020128785329,0.4266666666666667,0.015275252316518913,11.113333333333335,8.34195021163117,44.78600000000001,-23.4955,-45.6925,-1.176,1.0535,44.59,-175.3052,-340.92199999999997,-8.7744,7.8604,332.696,178.8535,4.6032,-4.1236999999999995,-174.53799999999998,8.951999999999998,-8.019499999999999,-339.42999999999995,-0.2064,-8.735999999999999,7.826,-15.830000000000002,12.04,21.099999999999998,2.93,2.02,-15.75,27.87,36.93,18.76,17.85,0.08000000000000185,9.059999999999999,-9.11,-10.02,-27.79,-18.169999999999998,-19.08,-36.849999999999994,-0.9099999999999999,-18.68,-17.77
2000-05,5.2,-15.32,8.13,11.79,-1.59,0.47,-6.83,2.45,18.28,-9.59,-18.65,-0.48,0.43,18.2,0.9700000000000003,5.132611421099392,2.460000000000001,16.885532268779684,-1.1133333333333326,8.884842898629854,-4.383333333333334,15.309308715070491,0.8833333333333329,3.36868421395258,0.4366666666666667,0.030550504633038673,4.430000000000001,12.702373793901675,-79.664,42.276,61.308,-8.268,2.444,-35.516,-124.55160000000001,-180.62279999999998,24.358800000000002,-7.2004,104.6356,95.8527,-12.926700000000002,3.8211,-55.5279,-18.7461,5.5413,-80.5257,-0.7473,10.8597,-3.2100999999999997,20.52,-2.9300000000000006,-6.589999999999999,6.79,4.73,12.030000000000001,-23.450000000000003,-27.11,-13.73,-15.790000000000001,-8.49,-3.6599999999999984,9.72,7.660000000000001,14.96,13.379999999999999,11.319999999999999,18.619999999999997,-2.06,5.24,7.3
2000-06,-6.4,-5.01,7.26,7.66,5.65,0.46,-8.39,5.2,-15.32,8.13,11.79,-1.59,0.47,-6.83,0.41666666666666696,6.061421725415023,-0.683333333333333,17.2127869136097,1.9333333333333338,9.988975589785639,0.26666666666666633,16.511948199208152,1.1933333333333331,3.8992862594753563,0.45333333333333337,0.020816659994661018,0.9933333333333335,14.921810658674548,32.064,-46.464,-49.024,-36.160000000000004,-2.9440000000000004,53.696000000000005,-36.3726,-38.376599999999996,-28.3065,-2.3046,42.0339,55.6116,41.019,3.3396,-60.9114,43.279,3.5236,-64.26740000000001,2.599,-47.40350000000001,-3.8594000000000004,-1.3900000000000006,-13.66,-14.06,-12.05,-6.86,1.9900000000000002,-12.27,-12.67,-10.66,-5.47,3.380000000000001,-0.40000000000000036,1.6099999999999994,6.8,15.65,2.01,7.2,16.05,5.19,14.040000000000001,8.850000000000001
2000-07,-4.42,-3.81,4.75,4.13,1.37,0.5,-8.98,-6.4,-5.01,7.26,7.66,5.65,0.46,-8.39,-1.873333333333333,6.2051698875480605,-8.046666666666665,6.32740336420347,6.713333333333334,1.7550593532223688,7.8599999999999985,3.8339144487064405,1.8099999999999996,3.6399999999999966,0.47666666666666674,0.020816659994661164,-8.066666666666666,1.110870529509838,16.8402,-20.995,-18.2546,-6.055400000000001,-2.21,39.6916,-18.0975,-15.7353,-5.2197000000000005,-1.905,34.2138,19.6175,6.5075,2.375,-42.655,5.6581,2.065,-37.0874,0.685,-12.302600000000002,-4.49,-0.6099999999999999,-9.17,-8.55,-5.79,-4.92,4.5600000000000005,-8.56,-7.9399999999999995,-5.18,-4.3100000000000005,5.17,0.6200000000000001,3.38,4.25,13.73,2.76,3.63,13.11,0.8700000000000001,10.350000000000001,9.48
2000-08,4.64,9.92,-8.42,-8.31,-2.95,0.4,16.6,-4.42,-3.81,4.75,4.13,1.37,0.5,-8.98,-2.06,5.886221198697844,0.36666666666666714,8.295157221736872,1.1966666666666665,8.422305701726417,1.159999999999999,8.389034509405716,1.3566666666666665,4.300015503848018,0.4533333333333334,0.050332229568471526,-0.2566666666666653,14.601281907193403,46.0288,-39.068799999999996,-38.5584,-13.688,1.8559999999999999,77.024,-83.5264,-82.43520000000001,-29.264000000000003,3.968,164.67200000000003,69.9702,24.839000000000002,-3.3680000000000003,-139.77200000000002,24.5145,-3.3240000000000003,-137.94600000000003,-1.1800000000000002,-48.970000000000006,6.640000000000001,-5.28,13.059999999999999,12.95,7.59,4.239999999999999,-11.96,18.34,18.23,12.870000000000001,9.52,-6.6800000000000015,-0.10999999999999943,-5.47,-8.82,-25.020000000000003,-5.36,-8.71,-24.910000000000004,-3.35,-19.55,-16.200000000000003
2000-09,-2.51,-1.03,8.31,5.83,2.94,0.48,-0.05,4.64,9.92,-8.42,-8.31,-2.95,0.4,16.6,-0.7633333333333331,4.775880372594483,1.6933333333333336,7.258831402735112,1.5466666666666669,8.813014996772292,0.5499999999999989,7.719922279401523,0.453333333333333,3.0501202162100634,0.46,0.05291502622129169,2.5233333333333343,12.982705162381736,2.5852999999999997,-20.8581,-14.633299999999998,-7.3793999999999995,-1.2047999999999999,0.1255,-8.5593,-6.0049,-3.0282,-0.4944,0.051500000000000004,48.447300000000006,24.4314,3.9888,-0.41550000000000004,17.1402,2.7984,-0.29150000000000004,1.4112,-0.147,-0.024,-1.4799999999999998,-10.82,-8.34,-5.449999999999999,-2.9899999999999998,-2.46,-9.34,-6.86,-3.9699999999999998,-1.51,-0.98,2.4800000000000004,5.370000000000001,7.83,8.360000000000001,2.89,5.35,5.88,2.46,2.9899999999999998,0.53
2000-10,7.03,-1.03,-1.39,-3.22,1.1,0.5,5.73,-2.51,-1.03,8.31,5.83,2.94,0.48,-0.05,3.0533333333333332,4.96397354277128,2.6200000000000006,6.321985447626408,-0.4999999999999998,8.400434512571358,-1.900000000000001,7.161822393776601,0.363333333333333,3.0133093656863914,0.46,0.05291502622129169,7.4266666666666685,8.453675729133057,-7.240900000000001,-9.7717,-22.6366,7.7330000000000005,3.515,40.28190000000001,1.4317,3.3166,-1.1330000000000002,-0.515,-5.9019,4.4758,-1.529,-0.695,-7.9647,-3.5420000000000007,-1.61,-18.4506,0.55,6.303000000000001,2.865,8.06,8.42,10.25,5.93,6.53,1.2999999999999998,0.3599999999999999,2.1900000000000004,-2.13,-1.53,-6.760000000000001,1.8300000000000003,-2.49,-1.89,-7.12,-4.32,-3.72,-8.950000000000001,0.6000000000000001,-4.630000000000001,-5.23
2000-11,-5.45,0.19,7.17,2.56,5.53,0.51,1.97,7.03,-1.03,-1.39,-3.22,1.1,0.5,5.73,-0.3099999999999996,6.524385028491182,-0.6233333333333331,0.7043673284113844,4.696666666666666,5.301936753049144,1.7233333333333325,4.582644796766745,3.19,2.225556110278949,0.49666666666666676,0.015275252316519418,2.550000000000001,2.933325757565974,-1.0355,-39.0765,-13.952,-30.138500000000004,-2.7795,-10.7365,1.3623,0.4864,1.0507,0.0969,0.3743,18.3552,39.6501,3.6567,14.1249,14.1568,1.3056,5.0432,2.8203,10.8941,1.0047,-5.640000000000001,-12.620000000000001,-8.01,-10.98,-5.96,-7.42,-6.9799999999999995,-2.37,-5.34,-0.32,-1.78,4.609999999999999,1.6399999999999997,6.66,5.2,-2.97,2.05,0.5900000000000001,5.0200000000000005,3.5600000000000005,-1.46
2000-12,-2.76,-2.65,5.71,9.61,3.8,0.56,-4.48,-5.45,0.19,7.17,2.56,5.53,0.51,1.97,-0.3933333333333329,6.567985485164628,-1.163333333333333,1.4246871001498502,3.83,4.5792139063380715,2.983333333333332,6.425467557566011,3.4766666666666666,2.2326292422463023,0.5233333333333334,0.03214550253664326,1.0733333333333341,5.163722817244681,7.313999999999999,-15.759599999999999,-26.523599999999995,-10.488,-1.5456,12.3648,-15.131499999999999,-25.466499999999996,-10.069999999999999,-1.484,11.872,54.873099999999994,21.698,3.1976000000000004,-25.580800000000004,36.517999999999994,5.381600000000001,-43.052800000000005,2.128,-17.024,-2.5088000000000004,-0.10999999999999988,-8.469999999999999,-12.37,-6.56,-3.32,1.7200000000000006,-8.36,-12.26,-6.449999999999999,-3.21,1.8300000000000005,-3.8999999999999995,1.9100000000000001,5.15,10.190000000000001,5.81,9.049999999999999,14.09,3.2399999999999998,8.280000000000001,5.040000000000001
