date,momentum,profitability,quality,short_term_reversal,size,value
1928-11-30,0.00011257032971532363,0.00010154226642884213,0.2304627080790753,0.13398114315430734,0.5800672825995422,0.055274753570931076
1928-12-31,0.00016601090075947557,0.00013875669986921648,9.767993191324461e-05,0.7915032579735365,0.2080654747646792,2.8819729242361334e-05
1929-01-31,0.0001017908088836702,8.49469057905998e-05,4.271434280504945e-05,0.14520087090750872,0.1430484798396409,0.7115211971953711
1929-02-28,0.0001531851068728953,0.00010228799858571831,0.9996299188451871,8.926432852620227e-05,1.5653326985563498e-05,9.690393842503505e-06
1929-03-31,0.17853373055623495,3.93701737192582e-05,1.0699708874912293e-05,0.2882035962821617,0.5331909787836264,2.162449538281697e-05
1929-04-30,0.00016000861839813983,9.321724297654298e-05,6.49767851540355e-05,5.423772382976799e-05,0.609276419863581,0.39035113976606045
1929-05-31,3.340711553797602e-05,3.0095550541023146e-05,0.00010414823929890764,0.8830701495987853,0.11667615328269855,8.60462131382817e-05
1929-06-30,0.0015853145943960504,0.001233039610659915,0.0004590796894426917,0.00025034403676569666,0.5250201008807552,0.4714521211879803
1929-07-31,0.00024393945219361094,1.63108130074406e-05,0.00014682201155807894,0.6163384048104845,0.3832057024889367,4.882042381971652e-05
1929-08-31,0.0003153910332108118,0.0001198488471040449,0.00018031530303905477,0.5437188042338684,0.09620369823532376,0.3594619423474538
1929-09-30,1.1758840694406783e-05,0.01515280170763864,9.635609301972534e-06,0.7397545415698653,1.440068377113928e-06,0.24506982220412252
1929-10-31,0.0009917980323784516,0.988146786000725,0.0033408263072139894,0.0017782001358783075,0.00046400991431419844,0.005278379609490154
1929-11-30,6.544446071820646e-05,0.1328794907153958,0.0002009551611584905,0.8665952709123661,6.616553435211666e-05,0.0001926732160093121
1929-12-31,1.718382652609162e-05,3.961029258982473e-05,3.046204742157773e-06,1.4136343010825035e-05,0.023377239101938226,0.976548784231193
1930-01-31,0.1228876237174866,0.7390741225360239,0.13761581691320027,0.00014023884182458698,0.0002794441940236971,2.7537974411071524e-06
1930-02-28,0.2639532451299382,3.475715662316655e-05,0.13446372509345694,1.3315193084649393e-05,0.40866705701705414,0.19286790040984284
1930-03-31,0.11561631549341997,3.393596836659208e-05,0.15162776341569117,0.1638657628318011,0.00012461098504570076,0.5687316113056754
1930-04-30,0.00012246466334371893,6.166670664187596e-06,6.702081317236994e-05,0.45424734838476905,0.43502539385960376,0.1105316056084471
1930-05-31,0.8313704767162043,0.08995035887239525,4.652262080301562e-06,7.143349796205524e-06,0.07865209175897088,1.5277040552994366e-05
1930-06-30,0.00011084844660995118,0.05127282007188949,0.000271983416921068,0.2472590186297188,0.7010064300731492,7.88993617115421e-05
1930-07-31,0.3172305562165883,0.00015558971180824332,0.1889987729084986,0.00013270572288369038,0.4934434026166721,3.8972823549034786e-05
1930-08-31,0.0005430782139301404,0.0002558386256032894,0.000276130129231245,0.0002818993554888986,0.5226999300524765,0.47594312362326985
1930-09-30,0.00034276548166184894,0.09188870969912379,0.0004166723296335496,0.4584941101777124,0.44878940927060834,6.833304125990845e-05
1930-10-31,3.318297394221554e-05,0.01668858129344027,4.102188815393505e-05,0.03776964693437391,4.63216372379584e-06,0.9454629347463658
1930-11-30,0.07787596775499292,1.1057393702209945e-05,0.03318940767764601,0.4994223986289889,0.3894884075736356,1.2760971034366122e-05
1930-12-31,0.00025236832271950346,0.12668912133054563,0.00018335771760192015,2.783256625986176e-05,0.07020992469324738,0.8026373953696256
1931-01-31,0.3568274024850274,0.0007420852870810025,0.6398561985502372,0.0011602874840046266,0.0012045248260760038,0.00020950136757376677
1931-02-28,0.0423043634479285,0.0003578146446541669,0.03575553734921011,0.9213921842259389,0.00014790266537304894,4.219766689540906e-05
1931-03-31,0.0007752134713428227,0.2770356082155417,0.0006904928619207777,0.00032644386027745473,2.3153766582041474e-05,0.7211490878243352
1931-04-30,0.00016811667044127032,0.6186208294587323,0.00025216019848016993,0.206075774663247,0.08641493056989426,0.088468188439205
1931-05-31,0.0034196116795916346,0.9893229157446793,0.005041914355569289,0.00017846769263406208,0.001148775226952261,0.0008883153005733114
1931-06-30,0.507263811636259,0.00837684167890117,0.47927236582898786,0.002981157545685904,0.0007341107340065639,0.001371712576159529
1931-07-31,0.0005808857508982572,0.22072918317066945,0.0005330286254582803,0.00031371096089202776,6.170572368773073e-05,0.7777814857683942
1931-08-31,1.3189724831114427e-07,4.58954851225615e-05,0.08179501466858007,0.5220444514641859,0.06985978083266725,0.326254725652196
1931-09-30,0.0007764801534152467,0.20037309635493272,0.0019059087958044625,0.0002919485739983917,0.7963903676160892,0.00026219850575981543
1931-10-31,3.899881616611469e-06,3.131853212568346e-05,0.012246650396518304,3.3445007806922686e-05,3.1035170118164695e-06,0.9876815826649206
1931-11-30,0.0034048640696461383,0.990139685082612,0.0039385231444871984,0.0009510576520503233,0.0003305339300392367,0.0012353361211650926
1931-12-31,0.0009177000406980304,0.35638321919606986,0.0009165576108827828,0.5102633316918818,0.1314494751375696,6.971632289785565e-05
1932-01-31,0.023926721806417143,1.8949343508855147e-05,0.03403211021800501,0.0001110793599497498,0.00014196683564314576,0.9417691724364761
1932-02-29,1.7256445374212918e-05,0.0006494414599789814,0.00019305362533853963,0.0001466603560021591,0.21700777921052478,0.7819858089027814
1932-03-31,0.0006817897541191792,0.07512034625167482,0.0007884397430993597,0.00019605307093630256,7.111627128799318e-05,0.9231422549088822
1932-04-30,0.00011270654484337734,0.020522324752680447,0.0001436965713302175,0.7992274884439643,5.287517738985666e-05,0.1799409085097918
1932-05-31,0.0013922958049880066,0.0681204039473293,0.0014172679748669585,0.6666222459021746,0.0003585300520521927,0.2620892563185889
1932-06-30,0.1250484897881973,5.6246420369302766e-05,0.05890679344477045,0.0001056018316254368,6.154155821022329e-06,0.8158767143592166
1932-07-31,0.07941349981638433,0.004814055876140932,0.07099324393022675,0.5099291384091978,0.0033254908119660248,0.3315245711560841
1932-08-31,0.12737237583638258,0.005673253766567465,0.10556505411296635,0.4167627955455792,0.018141676056866566,0.32648484468163796
1932-09-30,0.9003216990969573,0.00032058890754114094,0.00019070395387056835,0.00012666974389428373,0.09877927493105106,0.00026106336668565695
1932-10-31,0.47967130089938953,6.906391932655747e-05,0.00215432632317156,0.0006696718405815471,0.5162912350127705,0.001144402004760088
1932-11-30,0.5309037251579984,0.0003040938699022793,0.0008842738176717826,1.7432120993499665e-05,0.4671961358576269,0.000694339175807141
1932-12-31,6.56476399163603e-05,0.0001735901115439045,7.630077306043763e-05,0.9849234961948838,0.01466890328240778,9.206199818748728e-05
1933-01-31,0.3229415974977237,1.4791495120508357e-05,0.2824331160925592,5.047360090709984e-05,0.394441749751492,0.00011827156219747692
1933-02-28,0.001644157942119224,0.9867924146891387,0.008070107119947323,0.0004269974016480691,0.0007360987467414329,0.002330224100405257
1933-03-31,1.9911082808048077e-05,2.285881068066689e-05,0.9451181102194595,4.538867658324149e-05,4.120938896623926e-05,0.05475252182150238
1933-04-30,0.22024712790098658,0.00588916829942822,0.13506749139247204,0.3889693894849463,0.0031596944262741685,0.24666712849589273
1933-05-31,0.030378552293052336,0.016298021122993594,0.02201890513146833,0.9103960573596239,0.0014291560774823547,0.019479308015379625
1933-06-30,0.32789897491357284,0.15706356899624455,0.08906691195633819,0.3474302796290558,0.00019027542662318318,0.07834998907816555
1933-07-31,0.9989041303651404,7.338249372424655e-05,0.00026300389688420497,0.00046154845826106434,0.00011070861895669052,0.00018722616703344193
1933-08-31,0.0009665183393418148,0.0010268189758806906,0.0002274786752552334,0.00011233940405665548,0.3118356135821987,0.6858312310232669
1933-09-30,0.00026379610927056423,7.235677405173425e-06,0.0014074182765728184,0.6741088900925019,0.3232533992134358,0.0009592606308137298
1933-10-31,0.09897226256597114,0.7601896668869564,6.495702210450293e-05,0.08905672119065638,0.051639170188935546,7.722214537596782e-05
1933-11-30,3.1627082575617934e-05,7.727922423612047e-05,0.27436130582163953,0.40576679574095914,0.03066498163449658,0.2890980104960929
1933-12-31,3.8401639544658465e-06,0.11878077523991873,3.507856911409481e-06,0.08891112019994192,0.7922987052711261,2.051268147543752e-06
1934-01-31,0.046911856823130746,0.0595629486272432,0.052719801027667094,0.7828656806486208,0.0011608896379847727,0.056778823235353465
1934-02-28,5.151012849947358e-05,0.9954242252056428,0.00027037382285600016,0.00041743760642042944,0.0026695711864731775,0.0011668820501080704
1934-03-31,5.7615784107353126e-05,3.5243231474626647e-06,3.602041901855872e-05,0.655325874540909,0.34456157592292874,1.5389009888953495e-05
1934-04-30,0.42093133492428864,0.5780743784006303,9.727057966005204e-05,0.00013751939261017783,0.0002735926482043122,0.0004859040546064204
1934-05-31,6.913483305922248e-06,0.0001734478540874505,0.0005372285283073716,0.5004436066466535,0.49791653638067657,0.0009222671069691535
1934-06-30,5.1506108096987475e-05,0.00011384617156210477,0.00010889056632949229,0.869344767956694,0.1302392701116928,0.0001417190856244589
1934-07-31,0.007307515307510137,0.0022158140812296684,0.011308071418102748,0.00016031076095702188,0.9703411362915211,0.008667152140679412
1934-08-31,0.11798821591844996,0.7502225871772065,0.06835484137135266,0.00013244087716426462,0.00010166254877496609,0.06320025210705167
1934-09-30,0.09194615062960398,0.19283124252568878,0.687669376767902,1.20573696373694e-06,0.02754682651045842,5.197829383201394e-06
1934-10-31,0.0003803413315969029,0.5108897262076978,0.000572382582899759,0.00010972065587800932,0.4876256718360445,0.00042215738588310487
1934-11-30,0.29808000555380015,6.33663902547716e-05,0.24673095103124332,0.2788537686538301,0.00011261488611953582,0.17615929348475223
1934-12-31,6.363411804125661e-05,0.3411254688957465,6.647510359251781e-05,0.6587133687739668,1.7718092553793086e-05,1.333501609909088e-05
1935-01-31,0.0013182692098043505,0.9956305302377144,0.0019456831404404719,7.947068337410189e-05,6.862134334664854e-05,0.0009574253853198393
1935-02-28,0.0007234849320299166,0.8783349343876844,0.0010072859070074185,4.002158853502903e-05,0.11941725614437765,0.00047701704036570166
1935-03-31,5.881697005981084e-07,0.963614108488428,5.871451290279137e-06,0.0260666717149747,0.010302950127548489,9.810048058064011e-06
1935-04-30,0.2370288439328714,4.405512819533343e-05,0.2316617330782524,5.566522734587094e-05,0.00036616639667458176,0.5308435362366605
1935-05-31,0.24186193798662264,0.00010627847326986075,0.24292060259791828,1.4602737233850118e-05,9.022377744174708e-05,0.5150063544275136
1935-06-30,0.09095441269494264,6.48822259876464e-05,0.05798176759919416,0.09893398750254852,0.03664882889521523,0.7154161210821117
1935-07-31,0.48186522724715347,9.798390371056354e-05,0.18558018358015577,7.439882087269358e-05,0.0008142472903296624,0.33156795915777787
1935-08-31,0.2711334018407946,0.14245511474492253,0.12423865058221935,0.26906267301358955,0.0006181656653935512,0.19249199415308044
1935-09-30,5.195426060330062e-05,1.434973888823934e-05,2.7710837360376226e-05,9.905277417328263e-06,0.3358878769968628,0.664008202888868
1935-10-31,0.00015796699369440817,0.3761800700133544,0.4135524611058959,4.320938791155627e-05,0.00012323165093506736,0.2099430608482085
1935-11-30,0.44914532984262046,0.2546501048608909,0.15104999018618162,0.0001721942174423422,0.0007522659350831057,0.14423011495778168
1935-12-31,0.00018067497074615102,0.27815288605281313,0.21951518214792756,0.3402383495481642,0.00013176867869953097,0.1617811386016494
1936-01-31,0.00027607664449895804,0.16246690973254724,0.19325664739923107,0.5075653467297191,0.0005362919644454218,0.1358987275295582
1936-02-29,0.00018844887303448075,1.3412256988313225e-05,0.7209389562597193,6.277624452984832e-06,0.00015744469023489573,0.2786954602955702
1936-03-31,6.528849788925335e-05,0.471361589932338,3.131330067696742e-05,9.325431490215403e-05,7.307645828657007e-05,0.528375477495907
1936-04-30,0.0022856136786586303,1.6890907322936696e-06,0.9946866036425144,1.2609091986625352e-06,0.003018159009578162,6.6736693178731806e-06
1936-05-31,0.00010326561303536509,7.769884327763018e-05,2.622593519777846e-05,2.077907833581406e-05,0.8115452586415207,0.18822677188863277
1936-06-30,8.738795019442939e-05,0.0004320205454118611,0.00022207077453711028,5.8760642801455456e-05,0.9987295746132332,0.00047018547382194264
1936-07-31,7.392510340982009e-05,0.9275354555498633,8.603946475203752e-06,6.693109705281137e-06,6.457866426397276e-05,0.07231074362628254
1936-08-31,2.885046381059556e-05,1.2304481058240671e-05,0.708144910718453,2.1300157995940003e-05,5.210389340022142e-06,0.29178742378934236
1936-09-30,2.6353703988779664e-06,0.03366950400191153,5.041176448139773e-06,0.8992275052781857,1.3296264384058104e-05,0.06708201790867171
1936-10-31,2.4006157765065037e-05,2.899905032147991e-05,0.9999162577585913,1.5080924596836854e-05,7.66047247541093e-06,7.995636249838873e-06
1936-11-30,1.3975261255703172e-05,0.08860004166160641,5.155343818746916e-06,0.6586948518208453,9.135230394379863e-05,0.25259462360853
1936-12-31,2.0134126546651204e-05,0.19460314347855878,0.28561767351278494,0.30786031044491063,0.00015534369038047873,0.2117433947468187
1937-01-31,1.3834227231338136e-05,0.19151993331182804,0.1207688926320451,0.5385048828625322,0.00011550796783262035,0.1490769489985307
1937-02-28,3.9049297197151795e-05,0.4446136866435491,0.3861449848969771,9.347545408118827e-06,2.5025394477690522e-05,0.16916790622239067
1937-03-31,0.0001373626815508188,4.333413749601312e-05,0.3438562240550882,0.28123096445229534,0.2794687192567154,0.09526339541685422
1937-04-30,0.3053410741483545,4.522120810248931e-05,0.00013905121315855977,0.00011705242663492581,0.6939711484235356,0.0003864525802140169
1937-05-31,5.297670727893572e-05,0.0003119925576570011,0.0002183250046044533,0.00020081749150794242,0.9989178939995346,0.0002979942394170381
1937-06-30,9.00696471228909e-05,0.000530907631434685,0.0004027829653728359,0.00010330003556285377,0.9982236711752571,0.0006492685452496789
1937-07-31,0.2672872462817557,7.001479225356411e-05,0.26240906168662026,9.565793461034204e-05,6.841440236616068e-06,0.4701311778645236
1937-08-31,3.625171751740998e-06,0.08644943233663345,1.1465433091698813e-05,9.07644383165043e-06,0.9135146057923426,1.1794822348940733e-05
1937-09-30,0.3814746673301727,6.884380229756616e-05,0.0001371068426149744,0.46053064752840545,0.15739306913334045,0.0003956653631688365
1937-10-31,6.897590798283964e-06,0.16670742737066666,3.419079520413442e-05,0.8331682337808733,2.24029104235866e-05,6.084755203401471e-05
1937-11-30,0.33395370422603815,0.16510838573802938,7.546023481564058e-07,0.41752636531723974,0.015685210882780878,0.06772557923356373
1937-12-31,2.3390826022793607e-05,0.04443486615267658,2.865456728484881e-05,0.1957284049521018,0.007082559488349171,0.7527021240135648
1938-01-31,0.6138001039323182,0.38497807070128437,9.75631973716886e-05,0.00031477519408754003,0.0004420218531153943,0.0003674651218227595
1938-02-28,0.1858342539787594,0.000299746810377117,0.18631593213957412,0.00011765407104978145,0.30907859147121836,0.31835382152902125
1938-03-31,0.002510498605079681,0.33276301612625636,0.0026718182613698314,0.000679991571553402,0.6609375606790481,0.0004371147566926167
1938-04-30,0.18397472703759096,0.00019870926580540707,0.12398526730352863,0.00046135777867034074,0.0004671955628436887,0.6909127430515609
1938-05-31,0.0006532703423141218,0.6707053526682192,0.0007611194006995461,0.0002941380155283481,0.32750207274921106,8.404682402783216e-05
1938-06-30,0.09933832908692924,0.002311727069898369,0.09766585634393966,0.0017463296749853621,0.0008813650726465098,0.7980563927516009
1938-07-31,0.0804266973100681,0.22704909101551182,0.05388245728524492,0.23085698099897464,0.00018846203854025877,0.40759631135166036
1938-08-31,0.0014270793396278742,0.00043808977826282535,0.0013480832376605986,0.00016474499918678554,0.9962028239638279,0.00041917868143405976
1938-09-30,0.0002461868759237873,0.00076830159111562,0.00024234924235639162,0.00030309622988364927,0.9983543820548401,8.568400588057533e-05
1938-10-31,0.13238531311629353,0.6990530549833395,0.06340555290099947,8.229927745211066e-05,0.0002836361201553015,0.10479014360175992
1938-11-30,0.0003629011787015425,0.00028450930804195464,0.0010252297926691583,0.0002089359145069459,0.9975998723853144,0.0005185514207659116
1938-12-31,5.342230506560668e-05,7.182232572023032e-05,0.15344341283775756,0.6705204267909857,0.11675667689099052,0.059154238849480394
1939-01-31,0.38956356318106333,0.6088856442946016,0.00048291749813116487,0.00013152222482837274,6.993855227083836e-05,0.0008664142491050181
1939-02-28,8.487507006027938e-06,5.195635825268398e-06,0.2758399723533298,0.5278796582350388,0.14045991695385063,0.05580676931494932
1939-03-31,0.28882729280915037,0.37765746168228304,0.0007517802235625277,0.00015882118596808993,0.3315610034559481,0.0010436406430879511
1939-04-30,6.742873195164578e-06,0.4213477319714458,0.4177945652542285,2.499482108057193e-05,1.630689838776018e-05,0.16080965818166237
1939-05-31,8.367994382336463e-07,1.5611536978925996e-05,0.824104482609944,1.2036132505593853e-05,4.407529642944212e-06,0.17586262539149045
1939-06-30,0.000940316440765545,0.30476368615576377,0.0007974783338241917,0.00016183804297690316,0.6925407605268095,0.0007959204998601241
1939-07-31,0.4980106931674914,0.0009162023134749526,0.23996972758081112,0.0007170452033467138,0.0004554019276360079,0.25993092980723986
1939-08-31,0.00032431133731243615,0.7637768835182333,0.00044284189618679163,0.0002055764068445875,0.23490023176114846,0.00035015508027449934
1939-09-30,0.04077493260394997,0.8699138333963582,0.03796388642595051,0.00027605435981982744,0.0027093210376627295,0.048361972176258865
1939-10-31,0.00015192902924464154,0.0006656634413754768,0.0010685757378909317,0.0012443595551283008,0.996293039526841,0.0005764327095196536
1939-11-30,0.2343620325598398,0.00027141962995552894,0.00045740370342307434,0.5759587229239304,0.1884025904092965,0.0005478307735547376
1939-12-31,4.035368864425889e-05,2.4138018498113175e-05,2.9958061750243536e-05,0.9247614071744874,0.0751438905951247,2.5246149527057705e-07
1940-01-31,0.6861652520520058,0.3136873542055551,7.528909275626568e-05,2.3837870990994525e-06,6.594224286643633e-06,6.312663829702569e-05
1940-02-29,2.8453666588206037e-06,0.00874739779398447,0.9745985229031895,4.066213875774691e-07,2.517292309356295e-06,0.01664831002247024
1940-03-31,3.797098184314899e-05,8.890762969530234e-06,2.05490273402607e-06,0.8375390423518627,1.4926908381019929e-05,0.16239711409220958
1940-04-30,9.412242431379432e-05,0.42336182660193644,4.4743078754039465e-05,3.7475670013864665e-05,8.356785010630352e-05,0.5763782643748756
1940-05-31,6.018749048719568e-05,0.8824282686358006,0.0001776582102480001,7.227664695159113e-05,0.1170506966119807,0.00021091240453194795
1940-06-30,0.2935091870585332,9.577369670415904e-05,0.4096749037648163,0.00021445502845331837,5.051129045365925e-05,0.2964551691610394
1940-07-31,0.14594128693580435,1.212467666775749e-05,0.5407562078471596,1.861357241711622e-05,0.3132558032115902,1.5963756360909064e-05
1940-08-31,0.004585198886471354,7.076961160114252e-07,0.004848016047038001,0.019912495834731432,0.9706535171517761,6.438386715683205e-08
1940-09-30,0.012665911724920608,0.9085414208613266,0.07879074371427176,1.8887317600762843e-08,1.1523476391613203e-06,7.524645241923563e-07
1940-10-31,0.09071946747923704,0.7570882860286474,0.04561581111614037,5.797147116151408e-05,6.862634576042175e-05,0.1064498375590533
1940-11-30,0.7999378859937205,0.19983611710130586,3.747202201635541e-05,3.872301252171254e-05,4.6395569598976376e-05,0.00010340630083652872
1940-12-31,0.00028849469883646356,0.0003049260293295364,0.00034200785568563077,0.0002044797169582581,0.9987105609186672,0.0001495307805228873
1941-01-31,0.2919704938927783,0.7073734378816366,0.00011002215459941603,1.4626161828495508e-05,0.0002632089727280336,0.000268210936429229
1941-02-28,4.9815303135318975e-06,3.533339515296868e-05,0.7414610654524562,1.8802642880633443e-05,0.25844689523390163,3.292174529511419e-05
1941-03-31,2.5659235522451364e-05,0.5916585883991644,1.5855433833506012e-06,1.164316982910764e-05,9.411274206845274e-06,0.40829311237789384
1941-04-30,5.791715331593782e-05,0.26699853222762193,6.518685579114048e-05,0.30436589428591215,0.4285009269177737,1.154255958512756e-05
1941-05-31,3.691708856403326e-05,5.6335915527487543e-05,0.35936253916343447,2.6384585254330845e-05,0.6405127871604148,5.036086804676919e-06
1941-06-30,0.22360346712903925,1.982038853275724e-05,0.4040547792981434,1.981438628944927e-05,6.074087926014208e-06,0.372296044710069
1941-07-31,7.589603280915725e-05,0.5623082071991591,0.21620171094524265,3.388898415141126e-05,0.00036310591695760453,0.2210171909216803
1941-08-31,4.991735882998618e-05,3.1277000560849854e-05,7.976975648191644e-05,1.854008919285316e-05,0.9997671912542072,5.330454072720721e-05
1941-09-30,0.4496568561727279,1.4351535951484638e-05,2.038379248351168e-05,0.4147104139941392,0.1355841885111636,1.3805993534375431e-05
1941-10-31,7.098383581991698e-05,0.14582179802805184,6.090542083636417e-05,0.42608796100958973,0.42794755964810344,1.0792057598606538e-05
1941-11-30,8.020803333849124e-05,0.5465218371913013,5.3796666655637e-05,0.232428332610818,0.22091346694688382,2.358551002641732e-06
1941-12-31,0.251339440818803,4.294512799766775e-05,3.6332866545850657e-05,0.316543964618119,0.046275838982437846,0.38576147758609675
1942-01-31,0.13579134779387142,0.6647167200077485,0.19813230063351042,0.00036620571565962014,0.0007413734631792487,0.0002520523860307159
1942-02-28,1.3098540227418402e-05,2.269598239509429e-05,0.4640777525001663,0.5357549335127438,3.621568554140921e-05,9.530377892588266e-05
1942-03-31,1.3704372361017238e-05,0.17541013987662768,0.547728407199962,0.2767795928013112,2.836651144045676e-05,3.978923829767208e-05
1942-04-30,0.4506004506164562,4.7364189344117604e-05,0.5492451868245501,8.77622888179464e-06,9.03606794971845e-06,8.918607281806611e-05
1942-05-31,0.008441631721052823,4.7537214157914085e-06,0.8616865738307085,0.05369693987758363,0.010088475843672869,0.06608162500556632
1942-06-30,0.1537326633843713,0.26486184835887877,9.416540633122545e-06,4.97764134559721e-07,0.3810939810549011,0.20030159289708124
1942-07-31,1.1890447772342084e-05,2.9358850607479186e-05,0.1939772893048651,3.3376741303117815e-05,1.045642725384232e-05,0.8059376282281981
1942-08-31,2.9070467412687135e-06,9.915070615645661e-06,0.9999575387499385,7.332340785326047e-06,7.508478135388518e-06,1.479831378365094e-05
1942-09-30,6.766281475430999e-06,1.3967228763469677e-05,0.11740554859471414,0.7209329355284171,1.890791555468375e-05,0.1616218744510753
1942-10-31,0.22269517333164018,1.2052016242787584e-05,0.030182316282189876,0.358031797897843,8.144985888129765e-05,0.38899721061320297
1942-11-30,8.266580323347467e-05,2.2531277501014882e-05,0.0004867153856588901,0.0005298164007888127,0.9988595493708602,1.8721761957551605e-05
1942-12-31,8.65432857718208e-05,0.00010035512043826763,4.977957207088342e-05,8.180103007059911e-05,0.24584493374644734,0.7538365872452011
1943-01-31,0.13075164102406994,0.7622299973753657,0.10655014282507487,5.379995177705333e-05,0.0003446280632305704,6.979076048194538e-05
1943-02-28,0.7477823118364145,1.250535167265525e-05,0.09769891092566185,0.15428810969565795,0.00020758715049658862,1.0575040096500858e-05
1943-03-31,7.1934219416349786e-06,3.3499497003191214e-08,0.0070174399664503125,0.015226634553589007,7.567607613611664e-06,0.9777411309509084
1943-04-30,1.9734774891289736e-05,0.03251901235501323,5.948470460562795e-06,0.7888049389508692,1.5527861274611708e-05,0.17863483758749116
1943-05-31,4.1551905895737306e-05,2.2902865456114647e-06,0.9530520869613047,3.2892324770138432e-06,3.3425725124156107e-05,0.0468673558886528
1943-06-30,0.5304867433615228,1.7215098842848644e-05,2.1379515766010585e-05,4.091285047298836e-05,0.46943331510138725,4.340720082375077e-07
1943-07-31,0.06563852754489785,0.3375157356590836,3.28724069037141e-05,3.3051528210749214e-05,0.5967316007798085,4.821208109576415e-05
1943-08-31,0.00010118516593221116,0.00027933944583662194,8.314182604236973e-05,0.00012787373649173316,0.9994008255376272,7.634288069856318e-06
1943-09-30,0.1868728535783493,0.033278950829651335,0.031049266899486595,0.34725271264049856,0.34801422846596863,0.05353198758604559
1943-10-31,0.34491310435592915,0.1638513061585949,0.4911877473970065,1.7924156705177656e-05,1.1013315002218169e-05,1.8904616762088183e-05
1943-11-30,0.3208638085413565,0.6049049896566883,3.2096733499883444e-05,9.067684787093346e-06,0.07417962084422486,1.0416539443390546e-05
1943-12-31,2.8962073124437893e-05,3.2379706000885957e-05,0.501040667163385,4.7057757302955345e-05,5.7211217421519636e-05,0.498793722082765
1944-01-31,0.14026642137095022,0.2818353867090522,0.5777907652950921,1.8857421975925335e-05,6.159004540633136e-05,2.6979157523058556e-05
1944-02-29,0.34898714409149095,5.103918188415661e-06,0.6509294861816244,6.080341859277586e-06,3.714273779629033e-05,3.504272904064379e-05
1944-03-31,2.359403392973792e-05,0.14189455446409618,0.8580184367319673,1.3874571316961887e-05,2.6587222138431993e-05,2.2952976551190864e-05
1944-04-30,1.2285569717570185e-05,0.8113298080819684,2.8924139708140194e-05,1.0023655452746143e-05,0.18861454634419453,4.412208958488705e-06
1944-05-31,1.86371214368263e-05,4.0891279165089546e-06,0.1976645114409145,8.68539309839523e-06,8.843048297495204e-06,0.8022952338683363
