Date,SMB,HML,RMW,CMA,Mom   
1990-05,0.07234640679288054,0.04439009294080137,0.2669220678623328,0.10119884283527933,0.5151425895687058
1990-06,0.17300791808058505,0.06640104320882174,0.1244213722262388,0.3286000343410922,0.3075696321432623
1990-07,0.00652279601245535,0.687067846645297,0.11451130777421616,0.0661646336319421,0.12573341593608933
1990-08,0.026928959865078216,0.17091272247167844,0.2977573562224363,0.308476621046444,0.19592434039436307
1990-09,0.025666692333358995,0.0614357947691281,0.0057596057596057595,0.35229588562921893,0.5548420215086882
1990-10,0.01467561030971408,0.00751391247857361,0.2231632006136362,0.25046374928578696,0.5041835273122892
1990-11,0.04874540262633692,0.2246331918264374,0.4526358815302714,0.14691200309323962,0.1270735209237146
1990-12,0.1393703341389372,0.12236201416939176,0.5678821077601471,0.11006107094601376,0.06032447298551013
1991-01,0.6285501300947817,0.10047156810977967,0.20576577148882877,0.04028935062046302,0.024923179686146893
1991-02,0.28322175556178325,0.12393740397417438,0.3594184715251057,0.21782937668188224,0.015592992257054475
1991-03,0.3736726399139704,0.07019040139639168,0.18408426026600835,0.09204213013300418,0.2800105682906253
1991-04,0.08626137810687166,0.41739376503325,0.17252275621374333,0.20591425741640332,0.11790784322973165
1991-05,0.010320291235332195,0.1417622422435741,0.14743273193331707,0.03033595307269898,0.6701487815150776
1991-06,0.05581395348837209,0.26744186046511625,0.4162790697674419,0.15116279069767444,0.10930232558139534
1991-07,0.12320801518871514,0.08960582922815646,0.18924751132986647,0.08697036366262244,0.5109682805906395
1991-08,0.17427614940208747,0.159593543408505,0.10456568964125248,0.36612636429009976,0.19543825325805528
1991-09,0.318018404465128,0.18875736257426873,0.11200986350561001,0.01630863612641682,0.3649057333285764
1991-10,0.08247444390397654,0.19283246178156777,0.05331250413960992,0.394048943640595,0.2773316465342508
1991-11,0.30166336220257034,0.13247650297784835,0.27792245559722806,0.002503805906281334,0.285433873316072
1991-12,0.032764572746344985,0.018857308055450352,0.27915415979885927,0.02520351749718845,0.644020441902157
1992-01,0.5030362406273463,0.2580937574460568,0.041512860684239976,0.17535032353022967,0.022006817712127213
1992-02,0.11123384513420966,0.5411150210664183,0.006690757602057723,0.18315948935633017,0.15780088684098403
1992-03,0.009772191019915825,0.032353770028737315,0.9088137648521718,0.01772186841461735,0.031338405684557646
1992-04,0.019884153993986662,0.49189420150324203,0.19154405542407352,0.2527474814175645,0.04393010766113332
1992-05,0.06682297772567408,0.3786635404454865,0.3349522693016245,0.15273823480154078,0.06682297772567408
1992-06,0.013906388427007641,0.12300478691456801,0.7592888081146173,0.038344084809788175,0.06545593173401874
1992-07,0.2192183684757241,0.24270605081240879,0.1766900049914336,0.1493575697307131,0.21202800598972035
1992-08,0.2486144067661408,0.09492550076525376,0.3884351491314184,0.06328366717683584,0.20474127616035123
1992-09,0.05245288771554396,0.4202955746437817,0.1792140330281085,0.18521499899556484,0.16282250561700104
1992-10,0.27377789848375517,0.06679790623231231,0.16400221938157317,0.1674175371392131,0.32800443876314633
1992-11,0.29300375900982684,0.05508624910882249,0.10936240631898582,0.04677134358296249,0.49577624197940245
1992-12,0.14566473988439307,0.22716763005780352,0.18063583815028905,0.07283236994219654,0.37369942196531797
1993-01,0.11947891152800581,0.36772266035044276,0.03364465857400479,0.18014695986865126,0.29900680967889537
1993-02,0.01771642831743284,0.39240117080281994,0.14552780403605545,0.25243252888094175,0.19192206796274994
1993-03,0.00716180371352785,0.09389920424403181,0.5305039787798408,0.0716180371352785,0.29681697612732094
1993-04,0.20627245391367696,0.43657564870829735,0.04856830632316494,0.24195758844074305,0.06662600261411766
1993-05,0.1622923267625376,0.02497573511273278,0.7118084507128843,0.0821317443130251,0.018791743098820146
1993-06,0.013364920436259612,0.28271947076703025,0.11174682639013052,0.12439656713749331,0.46777221526908636
1993-07,0.09942688919484648,0.29828066758453947,0.05596785206577341,0.2155993597277724,0.33072523142706833
1993-08,0.00350516214789053,0.004556710792257689,0.022760793168120325,0.8762905369726325,0.09288679691909904
1993-09,0.18548710946911895,0.20078708537466872,0.01493855915187535,0.3890249779134206,0.2097622680909164
1993-10,0.49868522571604024,0.09559949883368613,0.150397131565155,0.1583127700685842,0.09700537381653443
1993-11,0.13952230979927924,0.23945045060146575,0.3951411335825388,0.18850354621817517,0.03738255979854106
1993-12,0.17112453264308314,0.03911417888984758,0.14178889847569745,0.3595053206787461,0.28846706931262583
1994-01,0.8396696355226793,0.05793720485106486,0.030349504898410092,0.07204365472784587,0.0
1994-02,0.27265252352891767,0.06630977273430558,0.21853048702317748,0.1021170500108306,0.34039016670276867
1994-03,0.18077633042838584,0.30081181383283406,0.12972509471540966,0.24064945106626726,0.14803730995710335
1994-04,0.18967054226808033,0.31800163116666347,0.20497695502911442,0.21263964493674486,0.07471122659939684
1994-05,0.13964628043523727,0.23952130020251897,0.21449668674852443,0.24309624498166105,0.16323948763205817
1994-06,0.26668710245995864,0.22268373055406546,0.16134569698827497,0.19601502030806958,0.15326844968963138
1994-07,0.1814502058761951,0.19469607090515736,0.5164352013399399,0.046995603321934545,0.060422918556772974
1994-08,0.2768415860134479,0.08050762963138625,0.19197044285604048,0.1374654084182173,0.3132149330809082
1994-09,0.45983803135101314,0.08689305203155957,0.08539849153661674,0.15273191755587223,0.21513850752493832
1994-10,0.10247890289078325,0.14549473867209964,0.05421133962922434,0.3466198186011786,0.35119520020671413
1994-11,0.0073885435689513635,0.150786603447987,0.044331261413708176,0.2111012448271818,0.5863923467421717
1994-12,0.0,0.6452029163171817,0.031034260274856444,0.03187302406606878,0.291889799341893
1995-01,0.06598478981329003,0.5189175840496754,0.03432528766087348,0.2692179424382233,0.11155439603793785
1995-02,0.20313729211455123,0.11846966876120629,0.06471954126769602,0.33240647800562934,0.28126701985091707
1995-03,0.2188801987228595,0.05192041923193411,0.6566405961685784,0.024558358296704837,0.04800042757992309
1995-04,0.4858614323195025,0.18278107083859682,0.04382470119521912,0.09620056359926149,0.1913322320474201
1995-05,0.08216193883395777,0.4120503394461816,0.07017451195808333,0.0071973858418547,0.4284158239199226
1995-06,0.31148716147222344,0.0400760590644104,0.3084642121927346,0.041718520501476404,0.2982540467691551
1995-07,0.3385523002663418,0.0999918188511849,0.048596023961675866,0.09817378578116337,0.41468607113963407
1995-08,0.24556400506970846,0.39149918522542093,0.11316313597682419,0.22732210755024443,0.022451566177801918
1995-09,0.017836376219116316,0.8383096822984668,0.034538358910696836,0.012071659425097922,0.09724392314662215
1995-10,0.008741044799602807,0.07062764198079068,0.0674493980916551,0.7062764198079068,0.14690549532004463
1995-11,0.16546878673104856,0.0902963169191332,0.2855670996810032,0.19829779401848863,0.2603700026503264
1995-12,0.0987664210189042,0.030178628644665174,0.100128164049984,0.425244312720282,0.3456824735661647
1996-01,0.10277914816641999,0.09998355533629337,0.04736063147508633,0.6077947705969413,0.142081894425259
1996-02,0.4367952664999038,0.22849720992880504,0.05922647681354627,0.12988262459111025,0.1455984221666346
1996-03,0.3235459127363697,0.07033606798616732,0.2853634758295931,0.2115370465749393,0.10921749687293061
1996-04,0.34349698748130475,0.018141616095811008,0.5209235478940016,0.034563647727564095,0.08287420080131847
1996-05,0.3411934449742383,0.12806119617694642,0.012754895139223862,0.3543026427562184,0.16368782095337292
1996-06,0.0328741904730596,0.28197836878266874,0.42116769124560305,0.1463887701765344,0.11759097932213419
1996-07,0.015257531880612863,0.2987943498307939,0.1714870295721483,0.15114111080935103,0.3633199779070938
1996-08,0.36467985138821185,0.19175510116111677,0.38351020232223354,0.05863585737984563,0.0014189877485922642
1996-09,0.1306257994773113,0.06675362546818481,0.23059372381729762,0.08178822579885706,0.4902386254383493
1996-10,0.01943914187852092,0.3620306905171979,0.1025997908348334,0.23817808586657752,0.2777522909028704
1996-11,0.0481892826222127,0.25453579081052746,0.38821286080454553,0.23179654932203572,0.07726551644067858
1996-12,0.4609929078014184,0.18581560283687942,0.05248226950354609,0.21134751773049643,0.08936170212765956
1997-01,0.010099511482362197,0.012944444294295214,0.02187352196850005,0.9190555448949601,0.03602697735988244
1997-02,0.036200585711880354,0.5316164613546766,0.06281887638582598,0.3253455239683823,0.044018552579234795
1997-03,0.26500596263415926,0.386299191731814,0.056976281966344244,0.18916125612826287,0.10255730753941963
1997-04,0.018022672522032716,0.0071910463362910544,0.33489730080441193,0.14267949079942568,0.4972094895378386
1997-05,0.7303440196511881,0.03722920961647448,0.15074179972160745,0.05194480936352689,0.02974016164720302
1997-06,0.18057663125948406,0.23975720789074356,0.08497723823975722,0.1001517450682853,0.3945371775417299
1997-07,0.07470621347213632,0.05360917878760502,0.014433240442816738,0.07991827487716907,0.7773330924202728
1997-08,0.2169232895255726,0.03363593714062755,0.025680208536133415,0.7126257868777024,0.0111347779199641
1997-09,0.4120880463441274,0.06123396672583418,0.10153202905958246,0.18186506304079053,0.24328089482966553
1997-10,0.2163808667686061,0.25541597513366265,0.11251805071967518,0.21828501839616984,0.1974000889818863
1997-11,0.030693865524036367,0.188214783393391,0.4407362844461906,0.28859600120319956,0.05175906543318253
1997-12,0.044894587508529975,0.3499622885464928,0.06744064935531371,0.1749811442732464,0.36272133031641707
1998-01,0.19720094839950386,0.16453576062780692,0.233328162146293,0.3673880682511305,0.037547060575265544
1998-02,0.03396257511294613,0.1997798536055655,0.5477834695636473,0.0668554628207601,0.15161863889708094
1998-03,0.13231439330274605,0.11954605434903107,0.33078598325686515,0.23244420445077013,0.18490936464058763
1998-04,0.0,0.1861572755159968,0.11718322769482363,0.5501101522340331,0.14654934455514643
1998-05,0.036414616827194435,0.3695355315623691,0.11816543160424596,0.28037434226098357,0.19551007774520693
1998-06,0.02231077455505323,0.0416619565670892,0.314067057198057,0.02749408581531812,0.5944661258644823
1998-07,0.02861371624529915,0.08471589023186883,0.26238205522614416,0.06785742807572694,0.5564309102209608
1998-08,0.013030928909767333,0.23781575569614477,0.22703657130198526,0.39815612355926794,0.12396062053283469
1998-09,0.3488214327611091,0.07955576536656875,0.14472378593280058,0.09099689550289804,0.3359021204366236
1998-10,0.13458859091565106,0.2070129447716068,0.4293241461618354,0.14310804872061178,0.08596626943029483
1998-11,0.17572877989243466,0.0720938584174091,0.27244772076346463,0.19856359309879626,0.28116604782789545
1998-12,0.05617875394516395,0.020916194786266294,0.1153142844137576,0.0258521699570666,0.7817385968977455
1999-01,0.26201360419523195,0.042719609379657394,0.07094231160520723,0.028898559286238825,0.5954259155336646
1999-02,0.01125260607612185,0.11277811913732363,0.04775496237183419,0.24082827524115982,0.5873860371735606
1999-03,0.10108474483848566,0.15605418637474247,0.10505859230142367,0.30111864131464394,0.3366838351707042
1999-04,0.5396450224053969,0.2937006095392205,0.047189917661110664,0.10625753759752286,0.01320691279674889
1999-05,0.35257183768610595,0.22332717481464934,0.08838054152239314,0.317409686757842,0.018310759219009494
1999-06,0.25150999065237245,0.03442936998157075,0.12410754997256805,0.03421485677296282,0.5557382326205259
1999-07,0.25489135334956264,0.22540798845911098,0.03570462537192318,0.3193580380488684,0.16463799477053465
